year,ncessch,school_code,district_code,school_name,enrollment_total_cde,enrollment_total_ccd,teacher_fte_cde,teacher_fte_ccd,status,enrollment,teacher_fte,closure_label,closure_confidence,last_year,years_to_last
2011,080291000198,5934,0130,MISSION VIEJO ELEMENTARY SCHOOL,686.0,686.0,37.4,37.0,1.0,686.0,37.4,still_open,high,2024,13
2012,080291000198,5934,0130,MISSION VIEJO ELEMENTARY SCHOOL,730.0,730.0,37.81,37.0,1.0,730.0,37.81,still_open,high,2024,12
2013,080291000198,5934,0130,MISSION VIEJO ELEMENTARY SCHOOL,703.0,703.0,38.17,38.0,1.0,703.0,38.17,still_open,high,2024,11
2014,080291000198,5934,0130,MISSION VIEJO ELEMENTARY SCHOOL,676.0,676.0,36.9851,36.0,1.0,676.0,36.9851,still_open,high,2024,10
2015,080291000198,5934,0130,MISSION VIEJO ELEMENTARY SCHOOL,658.0,658.0,39.71,39.0,1.0,658.0,39.71,still_open,high,2024,9
2016,080291000198,5934,0130,MISSION VIEJO ELEMENTARY SCHOOL,616.0,616.0,36.76,36.0,1.0,616.0,36.76,still_open,high,2024,8
2017,080291000198,5934,0130,MISSION VIEJO ELEMENTARY SCHOOL,588.0,588.0,,34.0,1.0,588.0,34.0,still_open,high,2024,7
2018,080291000198,5934,0130,MISSION VIEJO ELEMENTARY SCHOOL,581.0,581.0,31.49,31.0,1.0,581.0,31.49,still_open,high,2024,6
2019,080291000198,5934,0130,Mission Viejo Elementary School,576.0,576.0,33.4,33.0,1.0,576.0,33.4,still_open,high,2024,5
2020,080291000198,5934,0130,Mission Viejo Elementary School,525.0,525.0,,28.0,1.0,525.0,28.0,still_open,high,2024,4
2021,080291000198,5934,0130,Mission Viejo Elementary School,552.0,552.0,,30.0,1.0,552.0,30.0,still_open,high,2024,3
2022,080291000198,5934,0130,Mission Viejo Elementary School,540.0,540.0,30.9,30.0,1.0,540.0,30.9,still_open,high,2024,2
2023,080291000198,5934,0130,Mission Viejo Elementary School,528.0,528.0,32.0,32.0,1.0,528.0,32.0,still_open,high,2024,1
2024,080291000198,5934,0130,Mission Viejo Elementary School,552.0,552.0,35.3,35.0,1.0,552.0,35.3,still_open,high,2024,0
1986,080291000199,7102,0130,POLTON ELEM SCHOOL,,424.0,,20.0,1.0,424.0,20.0,still_open,high,2024,38
1987,080291000199,7102,0130,POLTON ELEM SCHOOL,,412.0,,20.0,1.0,412.0,20.0,still_open,high,2024,37
1988,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,472.0,,22.0,1.0,472.0,22.0,still_open,high,2024,36
1989,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,481.0,,27.0,1.0,481.0,27.0,still_open,high,2024,35
1990,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,436.0,,23.0,1.0,436.0,23.0,still_open,high,2024,34
1991,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY,,436.0,,21.0,1.0,436.0,21.0,still_open,high,2024,33
1992,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,410.0,,21.0,1.0,410.0,21.0,still_open,high,2024,32
1993,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,384.0,,23.0,1.0,384.0,23.0,still_open,high,2024,31
1994,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,374.0,,21.0,1.0,374.0,21.0,still_open,high,2024,30
1995,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,404.0,,21.0,1.0,404.0,21.0,still_open,high,2024,29
1996,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,393.0,,22.0,1.0,393.0,22.0,still_open,high,2024,28
1997,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,402.0,,22.0,1.0,402.0,22.0,still_open,high,2024,27
1998,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,407.0,,28.0,1.0,407.0,28.0,still_open,high,2024,26
1999,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,413.0,,24.0,1.0,413.0,24.0,still_open,high,2024,25
2000,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,404.0,24.368,24.0,1.0,404.0,24.368,still_open,high,2024,24
2001,080291000199,7102,0130,POLTON COMMUNITY ELEM SCHOOL,,397.0,25.1745,25.0,1.0,397.0,25.1745,still_open,high,2024,23
2002,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,,393.0,29.2174,30.0,1.0,393.0,29.2174,still_open,high,2024,22
2003,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,472.0,472.0,34.072700000000005,35.0,1.0,472.0,34.072700000000005,still_open,high,2024,21
2004,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,483.0,483.0,32.8782,34.0,1.0,483.0,32.8782,still_open,high,2024,20
2005,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,478.0,478.0,34.892,35.0,1.0,478.0,34.892,still_open,high,2024,19
2006,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,500.0,500.0,34.1573,34.0,1.0,500.0,34.1573,still_open,high,2024,18
2007,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,504.0,504.0,31.0728,31.0,1.0,504.0,31.0728,still_open,high,2024,17
2008,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,468.0,468.0,29.0875,29.0,1.0,468.0,29.0875,still_open,high,2024,16
2009,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,462.0,462.0,30.7977,30.0,1.0,462.0,30.7977,still_open,high,2024,15
2010,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,485.0,485.0,28.6,28.0,1.0,485.0,28.6,still_open,high,2024,14
2011,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,502.0,502.0,29.98,29.0,1.0,502.0,29.98,still_open,high,2024,13
2012,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,503.0,503.0,30.7,30.0,1.0,503.0,30.7,still_open,high,2024,12
2013,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,526.0,526.0,29.82,29.0,1.0,526.0,29.82,still_open,high,2024,11
2014,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,524.0,524.0,28.2326,28.0,1.0,524.0,28.2326,still_open,high,2024,10
2015,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,537.0,537.0,33.83,33.0,1.0,537.0,33.83,still_open,high,2024,9
2016,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,531.0,531.0,34.0,33.0,1.0,531.0,34.0,still_open,high,2024,8
2017,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,536.0,536.0,,34.0,1.0,536.0,34.0,still_open,high,2024,7
2018,080291000199,7102,0130,POLTON COMMUNITY ELEMENTARY SCHOOL,516.0,516.0,34.91,34.0,1.0,516.0,34.91,still_open,high,2024,6
2019,080291000199,7102,0130,Polton Community Elementary School,544.0,544.0,32.5,32.0,1.0,544.0,32.5,still_open,high,2024,5
2020,080291000199,7102,0130,Polton Community Elementary School,501.0,501.0,,33.0,1.0,501.0,33.0,still_open,high,2024,4
2021,080291000199,7102,0130,Polton Community Elementary School,463.0,463.0,,35.0,1.0,463.0,35.0,still_open,high,2024,3
2022,080291000199,7102,0130,Polton Community Elementary School,477.0,477.0,31.9,31.0,1.0,477.0,31.9,still_open,high,2024,2
2023,080291000199,7102,0130,Polton Community Elementary School,451.0,451.0,32.1,32.0,1.0,451.0,32.1,still_open,high,2024,1
2024,080291000199,7102,0130,Polton Community Elementary School,466.0,466.0,33.8,33.0,1.0,466.0,33.8,still_open,high,2024,0
1986,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,611.0,,26.0,1.0,611.0,26.0,still_open,high,2024,38
1987,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,656.0,,31.0,1.0,656.0,31.0,still_open,high,2024,37
1988,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,651.0,,29.0,1.0,651.0,29.0,still_open,high,2024,36
1989,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,628.0,,31.0,1.0,628.0,31.0,still_open,high,2024,35
1990,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,,591.0,,29.0,1.0,591.0,29.0,still_open,high,2024,34
1991,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,,642.0,,32.0,1.0,642.0,32.0,still_open,high,2024,33
1992,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,632.0,,34.0,1.0,632.0,34.0,still_open,high,2024,32
1993,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,680.0,,35.0,1.0,680.0,35.0,still_open,high,2024,31
1994,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,678.0,,39.0,1.0,678.0,39.0,still_open,high,2024,30
1995,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,647.0,,37.0,1.0,647.0,37.0,still_open,high,2024,29
1996,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,679.0,,36.0,1.0,679.0,36.0,still_open,high,2024,28
1997,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,701.0,,38.0,1.0,701.0,38.0,still_open,high,2024,27
1998,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,657.0,,41.0,1.0,657.0,41.0,still_open,high,2024,26
1999,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,648.0,,41.0,1.0,648.0,41.0,still_open,high,2024,25
2000,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,642.0,39.1222,40.0,1.0,642.0,39.1222,still_open,high,2024,24
2001,080291000200,7116,0130,PONDEROSA ELEM SCHOOL,,652.0,41.7532,42.0,1.0,652.0,41.7532,still_open,high,2024,23
2002,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,,649.0,46.2135,47.0,1.0,649.0,46.2135,still_open,high,2024,22
2003,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,627.0,627.0,41.7404,43.0,1.0,627.0,41.7404,still_open,high,2024,21
2004,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,620.0,620.0,39.7819,40.0,1.0,620.0,39.7819,still_open,high,2024,20
2005,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,595.0,595.0,38.247,39.0,1.0,595.0,38.247,still_open,high,2024,19
2006,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,635.0,635.0,38.1641,38.0,1.0,635.0,38.1641,still_open,high,2024,18
2007,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,637.0,637.0,41.035,41.0,1.0,637.0,41.035,still_open,high,2024,17
2008,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,725.0,725.0,46.9297,46.0,1.0,725.0,46.9297,still_open,high,2024,16
2009,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,736.0,736.0,50.3339,50.0,1.0,736.0,50.3339,still_open,high,2024,15
2010,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,755.0,755.0,49.4,49.0,1.0,755.0,49.4,still_open,high,2024,14
2011,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,714.0,714.0,50.12,50.0,1.0,714.0,50.12,still_open,high,2024,13
2012,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,746.0,746.0,47.84,47.0,1.0,746.0,47.84,still_open,high,2024,12
2013,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,761.0,761.0,51.91,51.0,1.0,761.0,51.91,still_open,high,2024,11
2014,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,784.0,784.0,53.6323,53.0,1.0,784.0,53.6323,still_open,high,2024,10
2015,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,759.0,759.0,55.97,55.0,1.0,759.0,55.97,still_open,high,2024,9
2016,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,711.0,711.0,55.44,55.0,1.0,711.0,55.44,still_open,high,2024,8
2017,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,689.0,689.0,,45.0,1.0,689.0,45.0,still_open,high,2024,7
2018,080291000200,7116,0130,PONDEROSA ELEMENTARY SCHOOL,647.0,647.0,50.71,48.0,1.0,647.0,50.71,still_open,high,2024,6
